PRICE,FLOOR,BEDROOM,BATHROOM,ROAD,LAND,AGE,Cities,LAND_squared
1.65,2,4,4,13,3.1,22,3,9.610000000000001
1.7,2,3,3,13,2.2,21,4,4.840000000000001
4.0,3,5,5,13,5.2,11,3,27.040000000000003
1.95,2,5,3,15,4.0,4,4,16.0
3.7,2,5,4,20,4.0,6,3,16.0
1.5,2,4,4,13,3.0,16,3,9.0
2.85,2,5,4,13,4.0,13,3,16.0
1.9,2,4,4,13,3.2,5,4,10.240000000000002
3.2,2,3,3,13,5.0,5,3,25.0
4.2,2,5,5,14,7.2,5,3,51.84
4.75,2,5,6,18,6.0,7,3,36.0
3.25,2,5,5,14,4.1,5,3,16.81
3.3,2,4,3,20,3.3,5,3,10.889999999999999
5.5,2,4,4,13,5.0,4,3,25.0
3.75,2,7,3,18,5.0,11,3,25.0
3.8,2,4,4,20,4.0,6,4,16.0
2.45,2,4,5,20,3.2,16,4,10.240000000000002
2.7,2,5,4,13,4.0,13,3,16.0
3.5,2,3,2,13,7.2,5,0,51.84
1.85,2,4,4,14,3.0,11,4,9.0
2.65,2,4,5,20,3.2,18,4,10.240000000000002
1.6,2,7,4,13,3.0,11,4,9.0
2.3,2,4,4,13,3.0,4,3,9.0
2.65,2,4,3,15,3.0,21,4,9.0
2.65,3,7,3,13,5.2,4,3,27.040000000000003
2.75,2,4,4,20,4.0,4,4,16.0
1.9,2,4,3,13,3.0,16,4,9.0
3.9,3,10,4,30,3.0,13,3,9.0
2.55,2,4,4,13,4.2,5,3,17.64
2.8,2,5,4,12,3.2,5,3,10.240000000000002
1.05,2,7,4,5,3.0,5,3,9.0
1.15,1,3,3,13,3.0,5,3,9.0
1.85,2,4,4,12,2.2,5,3,4.840000000000001
4.25,3,5,3,14,8.0,6,3,64.0
3.0,2,6,4,14,4.0,19,3,16.0
3.0,3,5,4,32,4.0,19,3,16.0
1.55,2,4,2,20,4.0,16,3,16.0
1.75,2,4,2,20,5.0,13,3,25.0
4.1,3,7,7,20,4.2,16,3,17.64
2.15,2,6,4,13,4.0,4,4,16.0
2.1,2,5,4,13,4.0,4,4,16.0
3.5,2,4,5,15,5.0,13,4,25.0
2.5,1,2,1,10,4.2,8,4,17.64
1.3,1,2,1,13,3.2,12,3,10.240000000000002
4.15,2,6,6,13,5.1,5,3,26.009999999999998
7.0,2,4,4,18,13.0,11,3,169.0
2.6,2,4,3,26,4.0,11,3,16.0
2.8,2,6,3,26,4.0,11,3,16.0
1.9,2,4,4,15,3.0,5,3,9.0
3.6,2,6,4,14,6.0,5,3,36.0
3.45,2,4,5,14,5.0,16,3,25.0
3.0,2,5,4,13,4.2,4,4,17.64
5.0,2,7,5,15,11.1,7,3,123.21
3.8,2,4,4,20,7.0,6,3,49.0
3.1,3,5,5,13,3.0,11,3,9.0
6.75,2,4,4,19,12.0,11,3,144.0
2.9,2,5,4,10,4.1,6,3,16.81
2.8,2,5,5,15,4.3,7,3,18.49
5.5,2,4,4,14,9.0,5,3,81.0
3.25,2,6,4,15,5.1,7,3,26.009999999999998
3.95,2,7,5,13,7.0,6,3,49.0
3.5,2,5,5,17,4.0,5,3,16.0
4.75,2,5,3,20,5.2,11,3,27.040000000000003
2.6,2,4,4,13,3.0,19,3,9.0
2.25,2,3,2,13,4.0,13,3,16.0
2.8,2,4,5,20,4.0,5,4,16.0
1.85,2,4,4,14,3.0,4,4,9.0
3.5,2,5,4,16,6.0,6,4,36.0
2.5,2,4,4,13,4.1,19,3,16.81
3.6,2,6,4,13,7.0,13,3,49.0
1.25,2,4,3,10,2.5,4,3,6.25
2.5,2,3,4,26,4.0,16,4,16.0
2.3,2,6,4,13,3.1,6,3,9.610000000000001
1.8,2,5,3,13,3.1,6,3,9.610000000000001
2.18,3,7,4,14,4.0,17,3,16.0
2.5,2,6,4,13,4.0,16,4,16.0
2.15,2,5,3,16,4.0,5,3,16.0
1.8,2,5,2,10,3.0,25,3,9.0
2.4,4,7,4,13,3.0,15,4,9.0
2.4,2,5,2,16,3.2,21,3,10.240000000000002
1.45,2,3,3,20,2.2,15,4,4.840000000000001
3.15,2,5,5,16,5.2,10,3,27.040000000000003
5.4,3,4,5,20,5.2,4,3,27.040000000000003
2.9,3,4,5,15,5.0,8,3,25.0
2.7,2,5,4,13,4.0,16,3,16.0
5.75,2,4,5,20,7.0,6,3,49.0
4.45,2,6,4,15,5.0,5,3,25.0
4.5,2,6,4,20,8.0,5,3,64.0
1.55,1,3,2,10,4.0,25,3,16.0
1.85,2,4,4,26,4.0,16,3,16.0
3.0,3,5,5,13,4.0,15,3,16.0
2.5,2,5,3,20,4.2,4,4,17.64
1.9,2,4,2,16,4.0,12,3,16.0
4.9,4,6,6,30,4.3,6,3,18.49
3.5,3,5,4,20,4.2,19,3,17.64
3.25,2,6,5,13,5.1,4,4,26.009999999999998
3.5,3,4,4,15,6.0,8,3,36.0
6.75,2,4,4,15,12.0,16,3,144.0
2.45,2,4,4,13,4.0,15,3,16.0
2.2,3,5,4,13,3.3,21,3,10.889999999999999
5.55,4,6,5,15,4.0,15,3,16.0
2.7,2,5,4,13,4.0,8,3,16.0
5.0,2,4,4,20,4.2,10,3,17.64
3.8,2,6,4,18,3.2,6,3,10.240000000000002
2.0,2,5,3,8,3.2,11,3,10.240000000000002
5.0,3,6,4,18,4.2,12,4,17.64
1.6,2,5,4,13,3.0,6,4,9.0
3.25,2,4,4,16,5.0,19,3,25.0
1.6,2,6,4,16,4.0,11,3,16.0
1.6,2,5,2,13,3.1,11,3,9.610000000000001
7.0,4,9,5,12,9.0,12,3,81.0
2.95,3,7,3,13,3.3,15,3,10.889999999999999
2.2,2,5,3,14,4.0,5,3,16.0
3.1,2,5,3,15,3.3,5,3,10.889999999999999
1.85,2,4,3,13,5.0,5,4,25.0
2.25,2,6,3,22,4.1,5,3,16.81
3.5,3,4,4,10,6.2,5,3,38.440000000000005
2.9,3,6,5,13,4.0,4,3,16.0
1.9,2,5,4,15,4.0,4,3,16.0
2.2,2,3,4,20,4.1,6,4,16.81
2.1,2,5,5,12,3.0,15,4,9.0
3.45,2,4,3,15,4.2,5,3,17.64
3.3,3,7,4,10,4.0,5,3,16.0
1.2,1,2,1,10,3.0,7,3,9.0
1.2,2,2,1,10,3.0,21,3,9.0
2.1,3,5,3,16,5.0,7,4,25.0
2.6,4,6,4,12,3.0,18,3,9.0
1.05,2,5,3,10,2.2,16,3,4.840000000000001
1.85,2,4,4,12,3.0,21,4,9.0
1.65,2,6,4,13,3.0,16,4,9.0
2.5,2,5,5,15,3.2,8,4,10.240000000000002
2.2,2,4,4,13,3.2,10,4,10.240000000000002
2.15,2,5,4,13,3.1,6,4,9.610000000000001
2.45,2,4,4,13,4.2,21,4,17.64
2.07,2,5,5,12,3.2,21,3,10.240000000000002
2.2,2,4,4,14,3.2,5,3,10.240000000000002
1.55,2,4,3,12,3.1,6,3,9.610000000000001
1.15,1,3,1,13,3.1,5,3,9.610000000000001
2.15,2,4,3,13,3.1,5,4,9.610000000000001
1.75,2,5,5,13,3.0,5,4,9.0
1.85,2,5,3,12,3.0,21,4,9.0
1.98,2,5,4,13,3.1,7,4,9.610000000000001
1.75,2,5,2,13,3.3,4,3,10.889999999999999
3.25,2,5,2,13,5.0,11,3,25.0
4.25,2,4,4,13,4.0,5,3,16.0
5.0,2,5,3,11,10.0,5,3,100.0
1.2,1,2,1,13,3.0,6,3,9.0
2.8,2,4,4,13,4.2,14,3,17.64
2.4,2,5,3,11,5.0,8,3,25.0
4.25,2,6,4,18,6.0,10,3,36.0
3.3,2,4,4,13,5.0,6,3,25.0
2.07,2,5,4,13,3.1,13,4,9.610000000000001
1.82,2,4,2,13,3.0,11,4,9.0
2.24,2,6,3,13,4.0,5,3,16.0
2.45,2,6,3,12,4.0,5,3,16.0
3.25,2,7,3,12,5.0,5,3,25.0
2.99,3,4,3,10,3.0,5,3,9.0
2.65,2,5,3,10,2.5,13,3,6.25
1.15,2,4,2,14,2.2,7,3,4.840000000000001
1.1,1,2,1,10,2.2,5,3,4.840000000000001
1.15,1,2,1,15,3.2,11,3,10.240000000000002
1.2,1,4,3,16,3.2,5,3,10.240000000000002
1.4,2,4,4,15,2.2,7,0,4.840000000000001
1.35,2,5,5,13,5.0,6,0,25.0
2.5,2,6,4,20,3.3,5,0,10.889999999999999
2.1,2,3,3,13,4.2,11,4,17.64
1.15,1,5,4,13,3.0,11,3,9.0
3.0,3,6,6,12,4.2,10,3,17.64
5.0,5,6,6,15,3.0,4,3,9.0
2.25,2,4,4,20,3.0,2,3,9.0
2.9,3,6,5,12,5.0,2,3,25.0
2.85,3,7,4,15,3.2,2,3,10.240000000000002
4.65,4,8,5,18,3.2,2,3,10.240000000000002
2.45,2,5,3,12,3.2,3,3,10.240000000000002
2.25,3,6,4,13,3.2,8,3,10.240000000000002
2.85,2,7,4,10,3.1,2,3,9.610000000000001
2.5,2,6,4,10,3.0,2,3,9.0
1.55,1,2,1,10,4.2,2,3,17.64
1.7,3,8,4,13,3.3,8,3,10.889999999999999
1.9,2,4,3,13,3.0,3,4,9.0
1.6,2,4,4,20,3.2,3,3,10.240000000000002
1.55,2,5,5,20,3.0,2,3,9.0
1.65,2,6,4,13,3.0,3,3,9.0
1.8,2,3,3,20,3.0,2,3,9.0
1.9,2,5,4,13,3.0,3,3,9.0
2.25,2,6,6,13,3.2,2,3,10.240000000000002
5.0,4,4,4,15,5.0,2,3,25.0
1.28,2,6,5,13,3.0,2,3,9.0
1.2,1,2,1,13,4.0,7,3,16.0
0.98,1,3,1,13,3.2,7,3,10.240000000000002
1.7,2,4,3,13,3.0,7,3,9.0
2.5,3,7,5,13,3.2,7,4,10.240000000000002
6.25,3,6,8,14,7.0,6,3,49.0
3.8,2,4,4,16,4.0,11,4,16.0
2.55,3,4,4,13,4.2,11,4,17.64
3.8,2,5,6,15,4.0,21,3,16.0
4.3,2,5,5,12,5.2,11,3,27.040000000000003
3.0,2,6,6,12,4.0,11,3,16.0
2.75,2,3,4,20,3.2,6,4,10.240000000000002
3.0,2,4,5,20,5.2,12,3,27.040000000000003
2.6,3,8,4,12,4.2,5,3,17.64
3.2,3,4,6,14,5.5,11,3,30.25
4.1,3,6,3,14,5.0,5,3,25.0
3.1,2,5,5,19,4.2,13,3,17.64
2.5,2,11,5,20,4.2,11,3,17.64
7.0,5,9,7,26,5.2,15,3,27.040000000000003
2.2,2,3,4,26,3.0,11,3,9.0
1.9,2,6,4,10,3.0,11,3,9.0
1.3,1,2,1,13,3.5,5,3,12.25
2.0,2,5,4,13,4.3,23,3,18.49
1.85,2,5,4,12,3.0,2,3,9.0
1.25,2,4,2,6,3.0,6,3,9.0
1.8,2,4,2,13,4.0,2,3,16.0
4.6,2,5,3,13,6.3,3,3,39.69
3.85,3,7,4,12,7.0,7,3,49.0
4.5,2,4,3,12,6.0,4,3,36.0
3.3,2,4,4,12,5.0,3,3,25.0
2.8,2,4,4,24,3.2,9,4,10.240000000000002
3.2,3,5,5,12,5.0,4,3,25.0
1.9,3,6,4,10,2.2,2,3,4.840000000000001
2.45,2,5,3,15,3.1,2,3,9.610000000000001
3.8,2,5,4,12,8.3,2,3,68.89000000000001
2.75,2,5,4,15,3.0,9,3,9.0
4.75,2,4,4,13,6.0,22,3,36.0
2.8,2,5,3,13,4.1,3,3,16.81
4.9,2,4,5,20,4.0,3,3,16.0
1.35,2,5,4,12,4.0,3,3,16.0
3.2,3,5,6,15,3.0,2,3,9.0
3.4,2,5,3,10,4.0,2,3,16.0
2.25,3,6,6,12,2.2,8,3,4.840000000000001
3.28,2,6,5,10,4.1,3,3,16.81
2.3,2,6,4,0,3.2,2,3,10.240000000000002
2.5,2,6,5,12,4.0,3,3,16.0
4.0,2,5,3,13,7.0,7,3,49.0
5.5,2,7,5,24,5.0,9,3,25.0
2.15,2,5,5,13,4.0,10,3,16.0
3.45,2,5,6,12,4.1,5,3,16.81
3.25,2,4,4,15,5.2,9,3,27.040000000000003
3.45,2,6,6,13,4.0,5,3,16.0
3.25,3,6,6,12,5.0,11,3,25.0
2.95,2,6,6,14,5.0,6,3,25.0
2.45,2,4,3,12,3.5,5,3,12.25
6.5,3,5,3,32,8.0,5,3,64.0
6.75,2,5,6,13,17.2,9,3,295.84
2.15,2,5,5,12,3.0,6,3,9.0
1.9,3,5,5,23,3.0,4,3,9.0
5.5,2,6,5,14,13.0,2,4,169.0
4.95,2,6,6,13,6.0,2,3,36.0
1.8,2,6,4,13,2.8,5,3,7.839999999999999
1.15,2,5,3,10,2.2,9,3,4.840000000000001
1.3,2,4,3,13,2.3,5,3,5.289999999999999
2.1,3,5,5,10,5.0,11,3,25.0
1.35,2,4,3,11,2.3,5,3,5.289999999999999
1.75,2,5,4,11,6.2,6,3,38.440000000000005
1.2,2,4,4,13,3.0,8,3,9.0
1.4,2,4,4,13,3.2,8,3,10.240000000000002
3.6,3,6,6,10,6.0,11,3,36.0
4.0,2,4,2,20,8.0,6,3,64.0
2.65,2,5,4,20,4.5,5,3,20.25
3.7,2,5,5,15,6.0,5,3,36.0
3.5,3,6,6,10,4.0,13,3,16.0
4.3,2,5,3,16,5.5,11,3,30.25
2.2,2,3,4,26,3.0,5,3,9.0
2.3,2,4,4,15,4.3,8,3,18.49
5.5,2,5,3,15,6.2,6,3,38.440000000000005
3.8,2,6,5,15,4.0,5,3,16.0
3.2,2,4,4,13,6.0,5,3,36.0
3.2,2,6,4,12,3.0,5,3,9.0
5.8,3,6,6,15,5.1,7,4,26.009999999999998
2.35,2,6,3,12,3.1,11,3,9.610000000000001
4.65,4,8,7,20,3.5,11,3,12.25
3.2,3,6,4,13,4.0,24,3,16.0
3.25,3,6,5,15,4.0,24,3,16.0
4.8,2,7,7,12,3.5,2,3,12.25
2.5,3,6,9,20,3.5,2,3,12.25
4.25,2,5,4,12,4.0,7,3,16.0
6.75,2,4,4,12,12.0,7,3,144.0
5.4,3,4,6,10,4.0,7,3,16.0
3.2,2,4,5,12,3.2,2,3,10.240000000000002
3.2,2,6,5,15,4.0,3,3,16.0
6.9,2,4,4,18,10.0,7,3,100.0
2.8,1,2,1,16,4.2,4,4,17.64
2.3,2,4,3,16,3.3,3,4,10.889999999999999
4.5,4,7,5,15,4.5,9,3,20.25
4.5,2,6,4,20,9.0,10,4,81.0
7.5,3,6,4,15,7.0,2,4,49.0
3.6,2,5,5,12,4.0,2,4,16.0
3.0,4,4,4,12,3.0,2,4,9.0
6.0,1,1,1,20,7.0,9,3,49.0
4.5,1,1,1,16,6.0,6,3,36.0
5.5,2,1,1,24,8.0,4,3,64.0
3.2,2,6,1,10,4.5,2,3,20.25
3.4,2,5,2,12,4.1,2,3,16.81
3.8,2,6,5,15,4.0,9,3,16.0
4.5,3,7,3,12,5.5,5,3,30.25
3.2,1,1,7,15,4.0,5,3,16.0
5.5,2,4,4,13,5.0,6,3,25.0
7.0,3,7,4,12,7.8,10,3,60.839999999999996
5.7,3,10,8,15,7.0,8,3,49.0
5.2,2,4,4,12,16.0,8,4,256.0
2.5,2,5,5,30,4.1,10,4,16.81
2.5,3,5,3,15,4.0,14,4,16.0
3.5,2,6,3,20,3.0,7,4,9.0
2.45,2,6,1,10,3.5,8,4,12.25
2.15,2,4,4,13,3.1,7,4,9.610000000000001
3.7,3,4,5,10,5.0,6,3,25.0
3.75,2,4,4,13,6.5,5,4,42.25
2.75,2,3,4,13,4.0,5,4,16.0
2.8,2,5,5,22,3.0,25,4,9.0
1.8,1,4,3,10,4.2,11,3,17.64
3.7,3,6,1,10,4.0,5,3,16.0
2.15,2,6,4,12,3.3,14,4,10.889999999999999
3.5,2,4,3,16,5.0,10,3,25.0
6.5,2,5,6,16,12.0,6,3,144.0
2.7,4,8,4,11,4.0,11,3,16.0
4.25,2,4,4,15,5.2,5,4,27.040000000000003
2.2,2,5,3,10,4.0,5,3,16.0
2.25,2,4,3,13,4.0,5,3,16.0
2.5,2,6,3,12,3.7,5,3,13.690000000000001
3.5,2,4,2,13,4.7,16,4,22.090000000000003
3.0,2,6,3,10,3.7,5,3,13.690000000000001
2.6,2,6,3,16,3.2,11,3,10.240000000000002
2.2,3,6,3,13,2.5,7,3,6.25
2.0,3,4,3,10,2.5,6,3,6.25
3.5,4,4,3,14,3.8,11,3,14.44
2.2,2,8,3,13,3.0,11,3,9.0
1.65,2,4,3,12,3.0,4,3,9.0
1.85,3,8,3,13,4.5,2,3,20.25
1.15,3,3,1,13,3.1,2,3,9.610000000000001
1.7,3,7,4,13,3.5,2,3,12.25
3.3,3,5,3,13,3.0,2,3,9.0
3.1,2,6,3,12,3.5,9,3,12.25
2.35,3,5,3,14,3.1,2,3,9.610000000000001
4.5,2,6,4,13,3.2,3,3,10.240000000000002
3.0,2,4,4,16,3.0,3,3,9.0
6.0,2,6,3,12,6.0,8,3,36.0
2.55,2,6,4,13,4.1,2,3,16.81
6.15,2,5,6,13,5.3,2,3,28.09
5.0,2,5,6,13,5.3,2,3,28.09
3.85,2,5,6,16,5.3,8,3,28.09
3.6,4,9,3,20,3.2,3,3,10.240000000000002
2.85,3,6,4,13,4.0,2,3,16.0
3.55,2,7,5,20,3.1,3,3,9.610000000000001
5.5,2,7,5,18,6.0,2,3,36.0
4.25,2,6,7,13,7.0,3,3,49.0
2.7,2,4,4,20,6.0,31,3,36.0
2.25,2,3,3,10,2.2,2,3,4.840000000000001
2.85,2,6,4,12,4.0,2,3,16.0
3.8,2,4,4,13,5.3,2,3,28.09
4.2,2,9,6,16,7.2,7,3,51.84
2.45,2,6,3,12,2.2,7,3,4.840000000000001
6.8,2,5,4,13,6.0,7,4,36.0
4.5,2,7,5,13,4.0,7,3,16.0
2.99,2,7,4,12,3.1,21,3,9.610000000000001
3.75,2,8,4,13,4.0,19,3,16.0
2.85,2,4,3,20,3.2,14,3,10.240000000000002
6.0,2,6,7,14,10.2,5,3,104.03999999999999
4.15,3,7,6,13,4.2,2,3,17.64
4.2,2,8,5,13,8.0,2,3,64.0
3.15,2,6,3,13,3.0,2,3,9.0
2.65,2,5,3,13,3.0,8,3,9.0
3.75,2,6,5,13,5.5,7,3,30.25
2.25,3,6,5,12,3.0,7,3,9.0
2.6,2,5,4,13,3.1,5,3,9.610000000000001
2.95,2,8,3,20,2.5,2,3,6.25
3.35,2,4,5,16,4.0,8,3,16.0
3.0,2,4,1,13,4.0,8,3,16.0
3.85,3,9,4,10,6.7,19,3,44.89
2.75,2,6,5,13,3.0,16,4,9.0
3.45,3,7,7,13,5.0,13,4,25.0
4.9,2,5,2,20,4.2,5,3,17.64
2.7,3,5,3,20,2.5,5,3,6.25
2.5,3,12,4,7,2.3,17,3,5.289999999999999
2.75,2,6,5,13,3.5,2,4,12.25
3.8,3,7,7,13,5.0,2,3,25.0
3.9,2,8,5,13,4.5,16,3,20.25
1.55,2,8,2,72,3.5,16,3,12.25
3.3,2,3,1,8,5.3,16,3,28.09
1.45,2,3,2,13,2.2,9,3,4.840000000000001
2.15,3,5,3,13,3.0,2,4,9.0
6.5,2,9,3,8,7.0,33,3,49.0
2.85,2,4,4,14,3.5,2,3,12.25
4.1,2,4,4,14,4.0,2,3,16.0
4.7,2,12,5,12,5.0,7,3,25.0
2.55,1,4,3,13,2.7,3,3,7.290000000000001
3.2,2,6,4,13,3.0,2,3,9.0
2.65,2,6,3,13,4.0,2,3,16.0
2.35,2,6,3,13,5.0,3,3,25.0
2.65,2,7,3,16,2.3,13,3,5.289999999999999
3.98,2,6,5,13,5.0,6,3,25.0
3.4,1,5,3,13,5.5,6,4,30.25
3.2,2,5,4,10,4.0,6,0,16.0
3.95,3,5,4,13,4.0,2,3,16.0
2.85,3,6,3,13,3.7,2,3,13.690000000000001
2.6,2,6,3,13,3.0,2,3,9.0
3.0,2,5,2,14,2.3,2,3,5.289999999999999
1.95,2,5,4,10,3.0,2,3,9.0
1.85,2,5,3,10,2.3,7,3,5.289999999999999
4.65,2,11,5,13,8.0,3,3,64.0
2.9,2,5,5,13,3.1,2,4,9.610000000000001
3.5,3,11,5,12,4.5,3,3,20.25
2.15,1,4,3,13,2.3,3,4,5.289999999999999
2.9,2,6,4,13,3.2,12,4,10.240000000000002
2.25,2,4,4,13,3.0,3,3,9.0
3.2,2,4,3,20,3.2,2,3,10.240000000000002
2.85,2,5,3,13,3.2,3,3,10.240000000000002
5.5,2,5,4,16,9.0,18,3,81.0
4.0,2,4,4,20,4.2,16,3,17.64
7.5,2,7,5,22,7.0,26,3,49.0
2.7,3,6,5,13,5.1,3,3,26.009999999999998
6.0,2,6,4,10,8.0,20,4,64.0
3.75,2,4,5,14,3.3,2,4,10.889999999999999
2.85,2,5,3,13,3.1,2,4,9.610000000000001
6.0,2,5,5,16,8.0,4,3,64.0
3.1,2,8,4,13,3.0,2,3,9.0
2.85,2,5,3,12,3.0,3,3,9.0
2.2,2,6,3,16,3.0,2,3,9.0
2.85,3,7,4,13,4.0,3,3,16.0
1.8,3,4,2,16,2.2,3,3,4.840000000000001
3.5,2,4,2,13,3.5,3,3,12.25
2.4,2,4,2,13,3.8,3,3,14.44
3.9,2,4,3,13,5.2,3,4,27.040000000000003
4.7,3,9,4,13,6.0,18,3,36.0
5.0,2,5,5,16,7.2,9,3,51.84
3.75,2,4,4,16,5.0,8,3,25.0
2.4,2,4,3,13,3.3,3,3,10.889999999999999
2.95,3,4,3,13,3.0,3,3,9.0
3.35,2,6,5,22,4.5,5,3,20.25
4.25,2,3,3,20,4.3,4,3,18.49
2.9,2,5,4,13,3.5,3,3,12.25
2.85,3,5,3,13,4.0,3,3,16.0
1.85,2,6,3,10,4.1,3,3,16.81
2.8,3,4,3,13,3.0,3,3,9.0
3.25,2,5,4,10,3.2,3,3,10.240000000000002
3.05,3,6,4,26,4.0,7,3,16.0
3.6,2,6,4,20,3.2,3,3,10.240000000000002
2.6,3,4,4,13,3.0,4,3,9.0
2.65,2,5,4,15,4.0,13,3,16.0
4.3,4,8,5,16,5.0,4,3,25.0
3.05,2,6,6,16,4.0,3,3,16.0
2.35,2,7,3,13,3.2,7,3,10.240000000000002
4.65,3,7,5,13,4.0,3,3,16.0
2.2,3,7,4,10,4.5,3,3,20.25
4.0,3,6,4,13,4.0,3,3,16.0
2.9,2,7,5,16,3.2,7,3,10.240000000000002
2.0,3,4,3,12,3.0,7,3,9.0
6.2,3,5,5,18,5.5,6,3,30.25
3.6,2,7,3,16,4.1,3,3,16.81
3.0,3,4,3,13,3.3,3,4,10.889999999999999
3.0,2,3,3,13,3.0,3,3,9.0
4.75,2,5,5,22,5.0,3,3,25.0
3.0,2,7,5,22,7.0,3,3,49.0
2.6,2,4,5,22,5.0,3,3,25.0
2.55,2,4,4,13,4.0,4,3,16.0
2.2,2,5,2,14,4.0,11,3,16.0
3.75,2,5,4,13,5.0,3,3,25.0
1.85,3,5,3,12,3.0,3,3,9.0
2.5,2,6,4,12,2.7,5,3,7.290000000000001
2.5,2,6,3,13,3.1,3,3,9.610000000000001
3.5,2,6,3,20,3.1,3,3,9.610000000000001
2.85,2,4,4,18,3.7,4,4,13.690000000000001
2.35,1,8,3,13,4.5,6,3,20.25
2.25,2,3,3,16,3.0,4,3,9.0
2.7,2,6,4,13,4.0,3,3,16.0
3.7,3,4,4,16,3.3,3,3,10.889999999999999
3.5,3,6,4,13,4.0,3,4,16.0
2.5,2,6,3,16,3.5,9,4,12.25
1.6,3,4,1,20,6.0,12,4,36.0
3.5,2,6,3,12,3.0,3,3,9.0
2.75,2,5,3,12,3.1,3,3,9.610000000000001
3.3,2,6,3,10,4.0,5,3,16.0
4.75,2,5,5,15,4.6,6,3,21.159999999999997
2.3,2,7,4,18,5.0,10,3,25.0
5.0,3,8,5,14,10.0,10,3,100.0
7.0,2,4,5,20,11.0,10,3,121.0
3.65,3,6,5,13,5.3,6,3,28.09
1.85,3,4,3,13,4.0,4,3,16.0
5.5,2,5,4,13,7.5,4,3,56.25
3.15,3,6,5,13,4.5,4,3,20.25
7.0,5,4,7,13,16.0,5,3,256.0
2.7,2,4,4,13,3.3,4,3,10.889999999999999
2.8,2,3,3,12,3.5,4,3,12.25
2.3,2,5,3,16,3.0,4,3,9.0
3.65,2,4,4,16,5.4,4,4,29.160000000000004
2.3,1,6,4,16,4.3,4,3,18.49
2.4,2,6,3,16,4.3,7,3,18.49
4.0,3,5,3,16,4.7,20,3,22.090000000000003
4.5,2,5,4,16,6.0,6,3,36.0
3.0,2,4,4,12,3.5,7,3,12.25
5.5,3,4,4,16,7.5,4,3,56.25
3.6,2,5,4,13,4.5,16,3,20.25
3.15,2,6,5,13,5.3,6,3,28.09
2.5,2,6,3,13,4.0,7,3,16.0
3.4,2,5,4,13,4.3,6,3,18.49
2.7,3,5,3,20,4.6,16,3,21.159999999999997
3.0,2,5,3,20,4.5,4,3,20.25
1.8,2,5,4,16,3.6,4,3,12.96
1.8,2,5,4,12,3.6,4,3,12.96
1.4,2,2,3,16,3.0,4,3,9.0
2.6,2,4,3,16,4.3,4,3,18.49
3.4,2,5,3,13,4.0,6,3,16.0
5.5,2,7,9,16,4.5,4,3,20.25
5.25,2,7,8,16,4.5,4,3,20.25
3.0,2,4,3,16,4.5,4,3,20.25
3.0,2,5,4,16,4.5,4,3,20.25
2.6,2,4,4,16,4.5,5,3,20.25
3.0,3,3,3,16,4.5,5,3,20.25
1.6,2,4,2,16,4.7,9,3,22.090000000000003
3.5,2,5,3,16,6.3,4,3,39.69
4.8,2,5,4,16,8.0,6,3,64.0
